"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: D Sectors Fill Device","%","1.46","1.49","1.47"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: D Sectors Fill Sysmem","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: Lts2xbar Cycles Active","%","2.07","2.10","2.09"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: T Sectors","%","2.10","2.23","2.16"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: T Tag Requests","%","1.42","1.51","1.46"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: Xbar2lts Cycles Active","%","1.44","1.67","1.55"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","2,532.00","2,534.67","2,533.83"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","812,032.00","825,344.00","816,384.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","1,071.34","1,082.17","1,075.92"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","2,128,982.00","2,186,812.00","2,144,931.50"
